id,name,price_usd,createddate,country_name,mc_0,mc_1,mc_2,mc_3
36079,Big Love | 250 Roses,505.47,11:58.2,Kuwait,flowers,home & garden,plants,flowers
36079,Big Love | 250 Roses,393.71,11:58.2,Kuwait,flowers,home & garden,plants,flowers
36079,Big Love | 250 Roses,505.47,11:58.2,United Arab Emirates,flowers,home & garden,plants,flowers
36079,Big Love | 250 Roses,393.71,11:58.2,United Arab Emirates,flowers,home & garden,plants,flowers
62421,White Cymbidium Vase,75.34,50:04.1,United Arab Emirates,flowers,home & garden,plants,flowers
62421,White Cymbidium Vase,48.62,50:04.1,United Arab Emirates,flowers,home & garden,plants,flowers
62421,White Cymbidium Vase,42.59,50:04.1,United Arab Emirates,flowers,home & garden,plants,flowers
62421,White Cymbidium Vase,58.59,50:04.1,United Arab Emirates,flowers,home & garden,plants,flowers
27809,Abucci Chocolate | Sweet Pink,240.66,01:24.0,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
27809,Abucci Chocolate | Sweet Pink,142.47,01:24.0,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
27809,Abucci Chocolate | Sweet Pink,222.6,01:24.0,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
27809,Abucci Chocolate | Sweet Pink,245.75,01:24.0,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
41088,White and Green Vase,31.19,51:24.2,Bahrain,flowers,home & garden,plants,flowers
39225,Hend's Dove | Fish Bowl,170.46,04:04.1,United Arab Emirates,flowers,home & garden,plants,flowers
39225,Hend's Dove | Fish Bowl,171.26,04:04.1,United Arab Emirates,flowers,home & garden,plants,flowers
41088,White and Green Vase,31.19,51:24.2,United Arab Emirates,flowers,home & garden,plants,flowers
17053,Get Well Soon Chocolates & Flowers,46.13,12:28.0,Bahrain,gifts,"food, beverages & tobacco",food items,sweets & chocolate
24133,Baby Roses | Black Wrap,114.8,13:38.0,Qatar,flowers,home & garden,plants,flowers
38494,Polka dots by BR,128.76,58:33.7,Oman,gifts,"food, beverages & tobacco",food items,bakery
38494,Polka dots by BR,130.07,58:33.7,Oman,gifts,"food, beverages & tobacco",food items,bakery
60994,Strong,117.2,37:18.8,Saudi Arabia,flowers,home & garden,plants,flowers
62421,White Cymbidium Vase,75.34,50:04.1,Saudi Arabia,flowers,home & garden,plants,flowers
62421,White Cymbidium Vase,48.62,50:04.1,Saudi Arabia,flowers,home & garden,plants,flowers
62421,White Cymbidium Vase,42.59,50:04.1,Saudi Arabia,flowers,home & garden,plants,flowers
62421,White Cymbidium Vase,58.59,50:04.1,Saudi Arabia,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,37.14,38:03.6,Qatar,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,59.4,38:03.6,Qatar,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,67.2,38:03.6,Qatar,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,33.53,38:03.6,Qatar,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,32.47,38:03.6,Qatar,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,57.68,38:03.6,Qatar,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,56.96,38:03.6,Qatar,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,29.37,38:03.6,Qatar,flowers,home & garden,plants,flowers
64768,70 Baby Red Roses | White Wrap,226.8,24:33.0,Qatar,flowers,home & garden,plants,flowers
64768,70 Baby Red Roses | White Wrap,128.49,24:33.0,Qatar,flowers,home & garden,plants,flowers
64768,70 Baby Red Roses | White Wrap,114.79,24:33.0,Qatar,flowers,home & garden,plants,flowers
64768,70 Baby Red Roses | White Wrap,193.27,24:33.0,Qatar,flowers,home & garden,plants,flowers
64768,70 Baby Red Roses | White Wrap,100.89,24:33.0,Qatar,flowers,home & garden,plants,flowers
64768,70 Baby Red Roses | White Wrap,188.1,24:33.0,Qatar,flowers,home & garden,plants,flowers
64768,70 Baby Red Roses | White Wrap,110.77,24:33.0,Qatar,flowers,home & garden,plants,flowers
62013,The Lavender Vase,69.19,07:28.7,Saudi Arabia,flowers,home & garden,plants,flowers
62013,The Lavender Vase,68.21,07:28.7,Saudi Arabia,flowers,home & garden,plants,flowers
43243,Dainty,99.05,04:06.6,Kuwait,gifts,"food, beverages & tobacco",food items,sweets & chocolate
43243,Dainty,70.5,04:06.6,Kuwait,gifts,"food, beverages & tobacco",food items,sweets & chocolate
42349,Pink & Godiva,136.56,07:03.2,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
34230,Susan's Magic,187.48,07:39.0,Saudi Arabia,flowers,home & garden,plants,flowers
63261,Yellow Joy Vase,131.6,03:44.5,Qatar,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,63.11,44:20.1,Kuwait,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,36.3,44:20.1,Kuwait,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,49.07,44:20.1,Kuwait,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,52.42,44:20.1,Kuwait,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,54.26,44:20.1,Kuwait,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,69.3,44:20.1,Kuwait,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,50.52,44:20.1,Kuwait,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,103.6,44:20.1,Kuwait,flowers,home & garden,plants,flowers
64963,Rabi 'al-Awal,92.4,48:00.1,Qatar,flowers,home & garden,plants,flowers
64963,Rabi 'al-Awal,48.9,48:00.1,Qatar,flowers,home & garden,plants,flowers
64963,Rabi 'al-Awal,62.91,48:00.1,Qatar,flowers,home & garden,plants,flowers
62404,GIORGIO ARMANI - Si Vapo Eau de Parfum for Women 100ml,175.3,27:29.0,Saudi Arabia,gifts,health & beauty,personal care,cosmetics
62949,"Hand Bouquet & Perfume 	IV",42,05:18.3,Qatar,gifts,health & beauty,personal care,cosmetics
63465,Green Arrows,69.31,22:23.4,Saudi Arabia,flowers,home & garden,plants,flowers
64107,Grandeur Hand Bouquet ,90.09,44:04.1,United Arab Emirates,flowers,home & garden,plants,flowers
64107,Grandeur Hand Bouquet ,68.73,44:04.1,United Arab Emirates,flowers,home & garden,plants,flowers
64107,Grandeur Hand Bouquet ,91.67,44:04.1,United Arab Emirates,flowers,home & garden,plants,flowers
28680,Farah & Aqeel's Loyalty,129.04,10:30.2,Qatar,flowers,home & garden,plants,flowers
28680,Farah & Aqeel's Loyalty,128.7,10:30.2,Qatar,flowers,home & garden,plants,flowers
55016,"PURO 10W FAST CHARGER WIRELESS CHARGING STATION "" IPOWER "" QI , WHITE",22.4,51:29.9,Qatar,gifts,electronics,electronics accessories,
62569,BALLOON-FUSCHSIA,1.18,36:32.5,United Arab Emirates,gifts,arts & entertainment,party & celebration,gift giving
64972,Pink Camel with Deep Red Bouquet,96.94,26:23.1,Saudi Arabia,gifts,"food, beverages & tobacco",food items,bakery
54829,Purple Teddy Bear | 45 Flowers,84.58,26:20.9,Bahrain,flowers,home & garden,plants,flowers
54829,Purple Teddy Bear | 45 Flowers,134.36,26:20.9,Bahrain,flowers,home & garden,plants,flowers
54829,Purple Teddy Bear | 45 Flowers,119.63,26:20.9,Bahrain,flowers,home & garden,plants,flowers
54829,Purple Teddy Bear | 45 Flowers,148.4,26:20.9,Bahrain,flowers,home & garden,plants,flowers
48213,With Love,6.6,43:48.3,Kuwait,gifts,arts & entertainment,party & celebration,gift giving
59258,10 White Baby Orchid & 10 Yellow Oncidium | Hand Bouquet,42.9,24:34.7,Kuwait,flowers,home & garden,plants,flowers
64107,Grandeur Hand Bouquet ,90.09,44:04.1,Saudi Arabia,flowers,home & garden,plants,flowers
64107,Grandeur Hand Bouquet ,68.73,44:04.1,Saudi Arabia,flowers,home & garden,plants,flowers
64107,Grandeur Hand Bouquet ,91.67,44:04.1,Saudi Arabia,flowers,home & garden,plants,flowers
54829,Purple Teddy Bear | 45 Flowers,84.58,26:20.9,United Arab Emirates,flowers,home & garden,plants,flowers
54829,Purple Teddy Bear | 45 Flowers,134.36,26:20.9,United Arab Emirates,flowers,home & garden,plants,flowers
54829,Purple Teddy Bear | 45 Flowers,119.63,26:20.9,United Arab Emirates,flowers,home & garden,plants,flowers
54829,Purple Teddy Bear | 45 Flowers,148.4,26:20.9,United Arab Emirates,flowers,home & garden,plants,flowers
65680,20 Baby Roses | Green Wrap,59.56,16:36.3,Saudi Arabia,flowers,home & garden,plants,flowers
65680,20 Baby Roses | Green Wrap,79.24,16:36.3,Saudi Arabia,flowers,home & garden,plants,flowers
65680,20 Baby Roses | Green Wrap,70.61,16:36.3,Saudi Arabia,flowers,home & garden,plants,flowers
65680,20 Baby Roses | Green Wrap,58.91,16:36.3,Saudi Arabia,flowers,home & garden,plants,flowers
63568,Line Black Candle & Diffuser | Spring Roses,462,23:52.7,Saudi Arabia,gifts,home & garden,decor,candles & home fragrances
42536,White and Yellow Roses,65.74,19:47.4,Qatar,flowers,home & garden,plants,flowers
59258,10 White Baby Orchid & 10 Yellow Oncidium | Hand Bouquet,42.9,24:34.7,Saudi Arabia,flowers,home & garden,plants,flowers
27300,Bright Spring | Glass Vase,97.39,56:22.0,Saudi Arabia,flowers,home & garden,plants,flowers
43114, ETERNITY,154,47:15.4,Qatar,flowers,home & garden,plants,flowers
48269,flower garden,231.3,31:28.9,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
60704,Warm,139.91,56:15.9,United Arab Emirates,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,63.11,44:20.1,Saudi Arabia,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,36.3,44:20.1,Saudi Arabia,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,49.07,44:20.1,Saudi Arabia,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,52.42,44:20.1,Saudi Arabia,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,54.26,44:20.1,Saudi Arabia,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,69.3,44:20.1,Saudi Arabia,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,50.52,44:20.1,Saudi Arabia,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,103.6,44:20.1,Saudi Arabia,flowers,home & garden,plants,flowers
58188,Loom Bouquet | Jute Wrap,70.5,43:04.7,United Arab Emirates,flowers,home & garden,plants,flowers
64963,Rabi 'al-Awal,92.4,48:00.1,Saudi Arabia,flowers,home & garden,plants,flowers
64963,Rabi 'al-Awal,48.9,48:00.1,Saudi Arabia,flowers,home & garden,plants,flowers
64963,Rabi 'al-Awal,62.91,48:00.1,Saudi Arabia,flowers,home & garden,plants,flowers
58623,Sunshine,165.57,51:12.1,Qatar,flowers,home & garden,plants,flowers
58623,Sunshine,210,51:12.1,Qatar,flowers,home & garden,plants,flowers
46626,Afternoon Sweets | Faloda Cake,123.2,43:18.3,Qatar,gifts,"food, beverages & tobacco",food items,bakery
41088,White and Green Vase,31.19,51:24.2,Saudi Arabia,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,63.11,44:20.1,United Arab Emirates,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,36.3,44:20.1,United Arab Emirates,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,49.07,44:20.1,United Arab Emirates,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,52.42,44:20.1,United Arab Emirates,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,54.26,44:20.1,United Arab Emirates,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,69.3,44:20.1,United Arab Emirates,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,50.52,44:20.1,United Arab Emirates,flowers,home & garden,plants,flowers
64440,Ruby Red | Black Wrap,103.6,44:20.1,United Arab Emirates,flowers,home & garden,plants,flowers
55098,Abucci Medium Box 20pc,51.13,14:49.5,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
70705,10 Red Tulips Hand Bouquet with a Small Chocolate Box,61.29,02:49.5,United Arab Emirates,gifts,"food, beverages & tobacco",food items,sweets & chocolate
22525,"Lavender Balloon 11""",2.68,42:35.3,Saudi Arabia,gifts,arts & entertainment,party & celebration,gift giving
50237,Leo's Sunflower I,199.05,31:35.4,United Arab Emirates,flowers,home & garden,plants,flowers
50237,Leo's Sunflower I,148.52,31:35.4,United Arab Emirates,flowers,home & garden,plants,flowers
66416,50 Yellow Roses | White Wrap,95.7,37:43.0,Qatar,flowers,home & garden,plants,flowers
66416,50 Yellow Roses | White Wrap,128.8,37:43.0,Qatar,flowers,home & garden,plants,flowers
66416,50 Yellow Roses | White Wrap,76.76,37:43.0,Qatar,flowers,home & garden,plants,flowers
67910,Bostani Chocolates | 20 Skimmia  ,106.52,31:57.7,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
67910,Bostani Chocolates | 20 Skimmia  ,147.4,31:57.7,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
44973,simple and elegant ,109.57,39:49.7,Qatar,flowers,home & garden,plants,
24133,Baby Roses | Black Wrap,114.8,13:38.0,Oman,flowers,home & garden,plants,flowers
37865,purple lily,177.74,44:52.3,Saudi Arabia,flowers,home & garden,plants,flowers
46731,Red chocolate Box,136.35,55:08.5,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
33428,Sun Roses Bouquet ,66,07:59.5,United Arab Emirates,flowers,home & garden,plants,flowers
71405,Light Peachy Vase,58.76,48:26.8,Saudi Arabia,flowers,home & garden,plants,flowers
71405,Light Peachy Vase,45.7,48:26.8,Saudi Arabia,flowers,home & garden,plants,flowers
71405,Light Peachy Vase,46.19,48:26.8,Saudi Arabia,flowers,home & garden,plants,flowers
71405,Light Peachy Vase,59.54,48:26.8,Saudi Arabia,flowers,home & garden,plants,flowers
71405,Light Peachy Vase,33.89,48:26.8,Saudi Arabia,flowers,home & garden,plants,flowers
71405,Light Peachy Vase,32.38,48:26.8,Saudi Arabia,flowers,home & garden,plants,flowers
60834,Glamour with Feionkah ,180.17,30:49.8,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
64208,Happiness basket  ,107.13,20:42.1,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
64176,Hend's Pastel Blossoms ,73.64,40:41.9,Bahrain,flowers,home & garden,plants,flowers
33428,Sun Roses Bouquet ,66,07:59.5,Egypt,flowers,home & garden,plants,flowers
41088,White and Green Vase,31.19,51:24.2,Qatar,flowers,home & garden,plants,flowers
75262,Bright Pink Roses | Glass Vase,55.52,18:08.0,Saudi Arabia,flowers,home & garden,plants,flowers
70143,Timeless Classic | Red Roses,162.4,48:26.8,Qatar,flowers,home & garden,plants,flowers
74082,Beautiful Spirit | Cylinder Vase,63.3,07:35.4,Saudi Arabia,flowers,home & garden,plants,flowers
78332,Orchid Plant in Classic Vase,116.87,38:24.1,Saudi Arabia,flowers,home & garden,plants,indoor & outdoor plants
50237,Leo's Sunflower I,199.05,31:35.4,Saudi Arabia,flowers,home & garden,plants,flowers
50237,Leo's Sunflower I,148.52,31:35.4,Saudi Arabia,flowers,home & garden,plants,flowers
74554,White Roses Bouquet,59.43,45:06.6,Oman,flowers,home & garden,plants,flowers
74554,White Roses Bouquet,56.95,45:06.6,Oman,flowers,home & garden,plants,flowers
64179,fluffy cloud Porsche design ,48.66,15:17.1,Saudi Arabia,gifts,clothing & accessories,clothing accessories,
68443,Munch Bakery & Subtle Pink,44.92,29:28.8,Saudi Arabia,gifts,"food, beverages & tobacco",food items,bakery
68443,Munch Bakery & Subtle Pink,62.89,29:28.8,Saudi Arabia,gifts,"food, beverages & tobacco",food items,bakery
77892,Oriental | Pink Baby Orchids & Astilbe,131.04,06:38.8,Saudi Arabia,flowers,home & garden,plants,flowers
77892,Oriental | Pink Baby Orchids & Astilbe,170.76,06:38.8,Saudi Arabia,flowers,home & garden,plants,flowers
65244,Fae Loolyah EDP & Roses,220,09:14.3,United Arab Emirates,gifts,health & beauty,personal care,cosmetics
71903,Desert Lab Love Surprise | Blushing Roses,138.6,05:36.9,Qatar,gifts,"food, beverages & tobacco",food items,sweets & chocolate
73330,The Orange Vase | 13 Flower,51.05,53:07.5,United Arab Emirates,flowers,home & garden,plants,flowers
73330,The Orange Vase | 13 Flower,66.86,53:07.5,United Arab Emirates,flowers,home & garden,plants,flowers
85698,Laderach 36 Praline Chocolates & Carnation,91.16,43:57.4,Jordan,gifts,"food, beverages & tobacco",food items,sweets & chocolate
59258,10 White Baby Orchid & 10 Yellow Oncidium | Hand Bouquet,42.9,24:34.7,United Arab Emirates,flowers,home & garden,plants,flowers
76042,Bright Pink Box,55.91,23:35.7,Jordan,flowers,home & garden,plants,flowers
41997,Amal Al-Kuwait Musk Hair Mist,62.7,58:13.8,Kuwait,gifts,health & beauty,personal care,cosmetics
64456,100 Red Roses Hand Bouquet II,180.4,56:18.1,Saudi Arabia,flowers,home & garden,plants,flowers
64456,100 Red Roses Hand Bouquet II,151.96,56:18.1,Saudi Arabia,flowers,home & garden,plants,flowers
64456,100 Red Roses Hand Bouquet II,140.31,56:18.1,Saudi Arabia,flowers,home & garden,plants,flowers
64456,100 Red Roses Hand Bouquet II,100.14,56:18.1,Saudi Arabia,flowers,home & garden,plants,flowers
64456,100 Red Roses Hand Bouquet II,191.4,56:18.1,Saudi Arabia,flowers,home & garden,plants,flowers
73408,Tulip Moonlight | Vase,112.01,59:10.1,Saudi Arabia,flowers,home & garden,plants,flowers
73408,Tulip Moonlight | Vase,116.01,59:10.1,Saudi Arabia,flowers,home & garden,plants,flowers
73408,Tulip Moonlight | Vase,87.12,59:10.1,Saudi Arabia,flowers,home & garden,plants,flowers
73408,Tulip Moonlight | Vase,152.43,59:10.1,Saudi Arabia,flowers,home & garden,plants,flowers
73408,Tulip Moonlight | Vase,104.18,59:10.1,Saudi Arabia,flowers,home & garden,plants,flowers
74310,Abucci Chocolates | Flower Vase,53.69,35:56.8,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
74310,Abucci Chocolates | Flower Vase,38.35,35:56.8,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
63465,Green Arrows,69.31,22:23.4,United Arab Emirates,flowers,home & garden,plants,flowers
78332,Orchid Plant in Classic Vase,116.87,38:24.1,Qatar,flowers,home & garden,plants,indoor & outdoor plants
39225,Hend's Dove | Fish Bowl,170.46,04:04.1,Kuwait,flowers,home & garden,plants,flowers
39225,Hend's Dove | Fish Bowl,171.26,04:04.1,Kuwait,flowers,home & garden,plants,flowers
73408,Tulip Moonlight | Vase,112.01,59:10.1,United Arab Emirates,flowers,home & garden,plants,flowers
73408,Tulip Moonlight | Vase,116.01,59:10.1,United Arab Emirates,flowers,home & garden,plants,flowers
73408,Tulip Moonlight | Vase,87.12,59:10.1,United Arab Emirates,flowers,home & garden,plants,flowers
73408,Tulip Moonlight | Vase,152.43,59:10.1,United Arab Emirates,flowers,home & garden,plants,flowers
73408,Tulip Moonlight | Vase,104.18,59:10.1,United Arab Emirates,flowers,home & garden,plants,flowers
74431,Matchy | Cylinder Vase,56.13,00:54.0,Saudi Arabia,flowers,home & garden,plants,flowers
74431,Matchy | Cylinder Vase,43.1,00:54.0,Saudi Arabia,flowers,home & garden,plants,flowers
81541,Mubkhar Perfume & Baby Roses,16.61,12:02.5,Kuwait,gifts,health & beauty,personal care,cosmetics
88901,Soucolat Bamboo Box & Baby Roses,134.4,37:23.6,Qatar,gifts,"food, beverages & tobacco",food items,candied & chocolate-covered fruit
63261,Yellow Joy Vase,131.6,03:44.5,Saudi Arabia,flowers,home & garden,plants,flowers
55981,Royalty Box | 26 Flower,69.76,11:34.6,Qatar,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,37.14,38:03.6,Saudi Arabia,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,59.4,38:03.6,Saudi Arabia,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,67.2,38:03.6,Saudi Arabia,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,33.53,38:03.6,Saudi Arabia,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,32.47,38:03.6,Saudi Arabia,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,57.68,38:03.6,Saudi Arabia,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,56.96,38:03.6,Saudi Arabia,flowers,home & garden,plants,flowers
64574,20 Baby Roses | White Wrap,29.37,38:03.6,Saudi Arabia,flowers,home & garden,plants,flowers
43243,Dainty,99.05,04:06.6,Oman,gifts,"food, beverages & tobacco",food items,sweets & chocolate
43243,Dainty,70.5,04:06.6,Oman,gifts,"food, beverages & tobacco",food items,sweets & chocolate
59258,10 White Baby Orchid & 10 Yellow Oncidium | Hand Bouquet,42.9,24:34.7,Qatar,flowers,home & garden,plants,flowers
77734,Nagwa Assorted Duo Boxes,134.19,54:09.8,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
77734,Nagwa Assorted Duo Boxes,134.09,54:09.8,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
77734,Nagwa Assorted Duo Boxes,151.24,54:09.8,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
76402,Juliettes box large,73.04,23:45.4,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
65680,20 Baby Roses | Green Wrap,59.56,16:36.3,United Arab Emirates,flowers,home & garden,plants,flowers
65680,20 Baby Roses | Green Wrap,79.24,16:36.3,United Arab Emirates,flowers,home & garden,plants,flowers
65680,20 Baby Roses | Green Wrap,70.61,16:36.3,United Arab Emirates,flowers,home & garden,plants,flowers
65680,20 Baby Roses | Green Wrap,58.91,16:36.3,United Arab Emirates,flowers,home & garden,plants,flowers
86916,Magnolia Bakery With Love ,125.93,44:34.5,Saudi Arabia,gifts,"food, beverages & tobacco",food items,bakery
88896,Pinkie Bouquet | 24 Flowers,89.6,33:28.1,Saudi Arabia,flowers,home & garden,plants,flowers
88896,Pinkie Bouquet | 24 Flowers,45.35,33:28.1,Saudi Arabia,flowers,home & garden,plants,flowers
88896,Pinkie Bouquet | 24 Flowers,38.22,33:28.1,Saudi Arabia,flowers,home & garden,plants,flowers
91095,Chanel Fragrance | Yellow Flowers,30.92,56:29.2,Saudi Arabia,gifts,health & beauty,personal care,cosmetics
91095,Chanel Fragrance | Yellow Flowers,22.09,56:29.2,Saudi Arabia,gifts,health & beauty,personal care,cosmetics
70143,Timeless Classic | Red Roses,162.4,48:26.8,Saudi Arabia,flowers,home & garden,plants,flowers
73330,The Orange Vase | 13 Flower,51.05,53:07.5,Qatar,flowers,home & garden,plants,flowers
73330,The Orange Vase | 13 Flower,66.86,53:07.5,Qatar,flowers,home & garden,plants,flowers
85619,Ibrahim Alqurashi perfume | Cymbidium ,90.09,06:41.9,Saudi Arabia,gifts,health & beauty,personal care,cosmetics
73330,The Orange Vase | 13 Flower,51.05,53:07.5,Saudi Arabia,flowers,home & garden,plants,flowers
73330,The Orange Vase | 13 Flower,66.86,53:07.5,Saudi Arabia,flowers,home & garden,plants,flowers
46914,ASALA HONEY 250,117.6,14:20.1,Qatar,gifts,"food, beverages & tobacco",food items,appetisers & snacks
76513,Silver Necklace Plated with Yellow Gold Letter - A ,72.8,18:52.5,Qatar,gifts,clothing & accessories,jewellery & watches,necklaces
75291,Hanoverian Chocolate & Pinks,84.1,51:48.0,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
75291,Hanoverian Chocolate & Pinks,60.07,51:48.0,Saudi Arabia,gifts,"food, beverages & tobacco",food items,sweets & chocolate
62558,Baby Boy Balloon,2.62,36:24.1,United Arab Emirates,gifts,arts & entertainment,party & celebration,gift giving
28680,Farah & Aqeel's Loyalty,129.04,10:30.2,Kuwait,flowers,home & garden,plants,flowers
28680,Farah & Aqeel's Loyalty,128.7,10:30.2,Kuwait,flowers,home & garden,plants,flowers
36766,Love in Red| 15 Flowers,131.48,53:06.7,Saudi Arabia,flowers,home & garden,plants,flowers
66416,50 Yellow Roses | White Wrap,95.7,37:43.0,Kuwait,flowers,home & garden,plants,flowers
66416,50 Yellow Roses | White Wrap,128.8,37:43.0,Kuwait,flowers,home & garden,plants,flowers
66416,50 Yellow Roses | White Wrap,76.76,37:43.0,Kuwait,flowers,home & garden,plants,flowers
66036,Safe shadow,87.65,06:53.5,Saudi Arabia,flowers,home & garden,plants,flowers
27886,Chocolate Bundle I,58.43,05:36.0,Kuwait,gifts,"food, beverages & tobacco",food items,sweets & chocolate
42480,Levo Chocolate with Bright Flowers,338.03,21:30.7,Kuwait,gifts,"food, beverages & tobacco",food items,sweets & chocolate
17946,Mercedes-Benz Intense EDT | Gentle Flowers,103.43,28:40.0,Kuwait,gifts,health & beauty,personal care,cosmetics
